Trinidad and Tobago,1/17/2022,2428
India,2/19/2022,4013738
Algeria,1/30/2022,16222
Dominica,1/7/2022,132
Bangladesh,1/3/2022,829757
Bhutan,1/20/2022,19400
Ethiopia,1/29/2022,455
Malawi,1/31/2022,1660
Mexico,1/29/2022,820345
Hungary,1/18/2022,26218
Armenia,1/18/2022,8700
Kenya,1/14/2022,57841
Portugal,2/3/2022,76325
Ukraine,1/24/2022,66906
Gibraltar,2/8/2022,88
Croatia,1/31/2022,6927
Haiti,2/2/2022,1422
Jordan,1/9/2022,35491
Argentina,1/21/2022,369693
Ethiopia,2/13/2022,12752
Aruba,2/3/2022,65
Romania,2/2/2022,17672
New Caledonia,1/24/2022,203
Nigeria,1/17/2022,216419
Macao,1/13/2022,2413
Central African Republic,1/23/2022,3302
Gibraltar,2/10/2022,88
British Virgin Islands,2/8/2022,3
Sint Maarten (Dutch part),2/5/2022,59
Montenegro,2/15/2022,350
Togo,1/10/2022,4780
Serbia,2/5/2022,3626
San Marino,1/1/2022,204
Liechtenstein,1/10/2022,250
Upper middle income,1/2/2022,14235631
Colombia,1/7/2022,210129
Kazakhstan,2/7/2022,16123
Botswana,2/4/2022,2733
Iceland,1/22/2022,2442
Canada,1/15/2022,363392
Papua New Guinea,1/28/2022,473
Nicaragua,2/3/2022,30097
Spain,2/8/2022,108903
Singapore,1/12/2022,48168
Chile,1/4/2022,122811
Africa,1/1/2022,2176703
Africa,2/3/2022,1196500
Samoa,2/5/2022,401
Afghanistan,1/20/2022,8235
Switzerland,1/13/2022,66519
Cuba,1/26/2022,98886
Djibouti,1/10/2022,608
Jersey,1/30/2022,135
Italy,1/10/2022,588092
Wallis and Futuna,1/2/2022,7
Curacao,1/1/2022,1499
Iran,2/6/2022,521060
Eswatini,2/10/2022,949
Malawi,1/19/2022,1620
Qatar,2/19/2022,18081
United States,1/31/2022,639714
Laos,2/7/2022,48048
Mozambique,1/11/2022,284993
Saudi Arabia,2/11/2022,147813
Qatar,1/8/2022,9947
Somalia,1/21/2022,2564
United Kingdom,1/21/2022,128795
Tanzania,1/6/2022,33124
Zimbabwe,2/14/2022,8748
Greece,1/15/2022,77109
World,1/30/2022,23382612
Cape Verde,1/16/2022,2873
Suriname,1/16/2022,269
Hungary,2/7/2022,11322
Zimbabwe,1/1/2022,9599
Malawi,1/14/2022,3094
Solomon Islands,1/14/2022,760
Saudi Arabia,2/9/2022,165655
Iceland,1/24/2022,2285
Paraguay,1/21/2022,18500
Samoa,1/25/2022,285
China,1/9/2022,7379857
Montenegro,2/1/2022,397
Portugal,1/21/2022,79400
Senegal,1/29/2022,4472
China,2/3/2022,1734857
Trinidad and Tobago,1/29/2022,1862
Djibouti,1/7/2022,608
Lithuania,1/3/2022,12346
Iran,1/9/2022,459558
Cuba,2/12/2022,26316
Barbados,1/17/2022,287
Upper middle income,1/16/2022,10287324
Djibouti,1/4/2022,608
Tunisia,2/5/2022,9993
Croatia,1/28/2022,8004
Bermuda,1/25/2022,473
Angola,1/24/2022,137872
Macao,2/19/2022,2811
Georgia,2/3/2022,6700
Kuwait,1/4/2022,14965
China,1/29/2022,4787714
North Macedonia,1/21/2022,1267
Afghanistan,2/8/2022,13311
Angola,1/27/2022,133314
China,2/2/2022,2405429
Oceania,1/29/2022,298409
Jamaica,1/22/2022,3322
Cote d'Ivoire,2/5/2022,65578
Nigeria,1/21/2022,226730
Bolivia,1/27/2022,43021
Bulgaria,1/27/2022,8746
Cyprus,2/5/2022,6868
Mexico,1/16/2022,562477
Ireland,1/6/2022,27070
Benin,1/2/2022,18595
Suriname,1/17/2022,253
Lebanon,2/18/2022,10363
Nicaragua,2/1/2022,32391
Burundi,1/13/2022,41
Kiribati,1/2/2022,640
Curacao,2/20/2022,139
Eswatini,1/12/2022,1873
Bahamas,1/1/2022,618
Germany,1/6/2022,425485
Mexico,2/19/2022,714560
Philippines,2/7/2022,310566
North Macedonia,1/11/2022,1615
United States,2/18/2022,255748
Anguilla,1/23/2022,29
Gibraltar,2/1/2022,77
Australia,1/18/2022,283103
Anguilla,1/28/2022,28
Ethiopia,2/3/2022,321
United Kingdom,2/6/2022,74361
Myanmar,2/10/2022,123704
United Kingdom,1/18/2022,150437
Uganda,1/24/2022,30601
Montenegro,2/19/2022,318
Tajikistan,2/5/2022,42850
New Zealand,1/12/2022,41837
Latvia,1/15/2022,9285
Somalia,2/8/2022,2282
Montenegro,2/9/2022,417
Cambodia,2/6/2022,36884
Germany,2/18/2022,137003
Gibraltar,1/20/2022,127
Cyprus,2/10/2022,2526
Comoros,1/19/2022,609
High income,1/30/2022,4562997
Andorra,1/16/2022,865
Oman,2/4/2022,14416
Indonesia,2/14/2022,1252137
Poland,1/31/2022,123353
Guinea-Bissau,1/25/2022,763
Laos,1/20/2022,38966
Thailand,2/6/2022,255520
Sudan,1/20/2022,10503
Costa Rica,1/10/2022,19511
Bangladesh,1/21/2022,1821961
Indonesia,2/12/2022,1252137
Guinea-Bissau,2/3/2022,3165
Mozambique,1/24/2022,121920
Timor,1/13/2022,1187
United Kingdom,2/5/2022,78398
Belgium,2/17/2022,31034
Kazakhstan,2/10/2022,16638
Low income,2/3/2022,375407
Trinidad and Tobago,2/15/2022,1529
Costa Rica,2/1/2022,13680
Asia,1/6/2022,21865914
Kuwait,2/10/2022,25583
Lithuania,2/15/2022,1259
Comoros,2/4/2022,4995
Romania,2/16/2022,8087
Netherlands,1/9/2022,256003
Angola,2/8/2022,69930
Brazil,1/22/2022,1780427
Cook Islands,2/7/2022,6
Jamaica,1/26/2022,3220
Turkey,2/8/2022,161766
Brazil,2/19/2022,1057782
Uruguay,2/5/2022,10917
Bosnia and Herzegovina,1/3/2022,4315
Kuwait,1/1/2022,15791
Timor,1/19/2022,1217
Upper middle income,1/24/2022,8910868
China,1/14/2022,5887000
New Caledonia,1/8/2022,153
Guinea-Bissau,1/10/2022,90
Guinea-Bissau,1/5/2022,53
Kiribati,2/2/2022,330
Argentina,2/11/2022,227376
Belize,1/1/2022,338
Senegal,1/25/2022,4472
Curacao,2/5/2022,241
Wallis and Futuna,1/8/2022,7
Haiti,2/13/2022,453
Curacao,1/15/2022,734
World,2/12/2022,22377384
Sweden,1/26/2022,72919
Malta,2/15/2022,1175
Namibia,1/6/2022,648
Singapore,2/2/2022,20582
Bhutan,1/13/2022,157
Uruguay,2/6/2022,10916
Honduras,1/19/2022,37803
Timor,2/4/2022,642
Belgium,1/22/2022,72269
Central African Republic,2/4/2022,6515
Haiti,1/21/2022,251
Japan,2/5/2022,466322
Yemen,1/19/2022,3098
Kyrgyzstan,1/7/2022,4240
Jamaica,2/20/2022,1745
Saint Lucia,2/2/2022,73
Oceania,2/12/2022,237284
Nigeria,1/9/2022,245463
Bulgaria,2/6/2022,6910
Malaysia,1/8/2022,200581
Morocco,1/2/2022,54838
Armenia,1/3/2022,4803
Panama,1/23/2022,24311
Netherlands,2/19/2022,5220
Timor,1/5/2022,1033
Brunei,1/2/2022,5535
Algeria,1/2/2022,22589
World,1/26/2022,26946295
Sudan,1/16/2022,8915
United Arab Emirates,1/10/2022,28598
Germany,2/5/2022,249507
Low income,1/11/2022,989458
Namibia,1/7/2022,735
Australia,1/8/2022,200939
Ukraine,1/2/2022,64009
Belgium,2/15/2022,33478
Bermuda,1/28/2022,546
Tunisia,1/13/2022,17636
Kyrgyzstan,2/15/2022,8484
Dominica,2/1/2022,105
Chad,1/24/2022,1229
Wales,1/26/2022,6172
Estonia,1/12/2022,4539
South Sudan,1/8/2022,810
Cyprus,1/4/2022,3393
Mongolia,2/8/2022,392
Romania,1/5/2022,17667
Belarus,1/15/2022,56087
Upper middle income,1/18/2022,10073935
Botswana,1/27/2022,2733
Russia,1/8/2022,66419
Venezuela,2/8/2022,171912
Samoa,1/4/2022,57
Djibouti,2/6/2022,120
Kuwait,2/7/2022,5629
Costa Rica,1/29/2022,12494
Madagascar,1/18/2022,5727
Chad,2/17/2022,
Hungary,1/22/2022,25664
Uruguay,1/15/2022,21213
Burundi,1/26/2022,62
Central African Republic,1/22/2022,2999
Sri Lanka,2/6/2022,122864
Nepal,2/4/2022,342787
North America,2/5/2022,1460463
Slovakia,2/6/2022,4514
Thailand,1/20/2022,448570
Jersey,1/18/2022,279
Somalia,1/29/2022,1578
Dominican Republic,2/4/2022,34536
Jersey,2/4/2022,115
Upper middle income,1/1/2022,14814785
Malaysia,1/31/2022,157039
Saint Lucia,1/29/2022,58
Zimbabwe,2/16/2022,8399
Europe,1/23/2022,3047553
Tajikistan,1/27/2022,37340
Africa,1/23/2022,2302217
South America,1/19/2022,2657770
Hungary,1/27/2022,24749
Panama,1/9/2022,25251
Saudi Arabia,2/7/2022,200639
Belgium,1/24/2022,65582
Antigua and Barbuda,1/8/2022,57
Gambia,1/10/2022,2299
Sudan,1/10/2022,8915
China,2/4/2022,1247714
Botswana,1/19/2022,2733
Singapore,1/27/2022,33963
Guinea-Bissau,1/23/2022,648
Antigua and Barbuda,1/15/2022,111
Djibouti,1/31/2022,461
Serbia,1/9/2022,758
Greenland,1/12/2022,51
Ireland,1/27/2022,9079
Afghanistan,2/6/2022,12847
Scotland,1/1/2022,23840
Northern Ireland,1/8/2022,6921
Guernsey,2/10/2022,91
Turks and Caicos Islands,1/14/2022,122
Japan,2/7/2022,558535
Croatia,1/11/2022,15424
Bermuda,2/5/2022,180
Cook Islands,1/16/2022,4
Latvia,1/10/2022,10444
Scotland,2/14/2022,6613
Dominican Republic,1/22/2022,19847
World,1/27/2022,26273835
Niger,1/21/2022,972
Democratic Republic of Congo,2/6/2022,5476
Cook Islands,1/20/2022,4
Cote d'Ivoire,1/24/2022,11498
Mali,2/4/2022,
Macao,1/2/2022,1374
Germany,2/2/2022,300683
Chile,2/9/2022,59484
Fiji,1/19/2022,160
Ethiopia,2/5/2022,226
Lower middle income,1/3/2022,12656196
Croatia,2/12/2022,3874
United States,2/6/2022,491060
Asia,2/8/2022,12295126
Djibouti,2/4/2022,188
Pakistan,1/12/2022,663710
South Sudan,1/2/2022,810
Guyana,1/30/2022,1792
Oman,1/23/2022,15445
Guinea,1/20/2022,167903
Albania,1/21/2022,5471
Egypt,1/11/2022,338800
Switzerland,1/16/2022,62444
Uzbekistan,1/20/2022,3947
Pakistan,1/22/2022,632491
Zimbabwe,2/13/2022,8749
Saint Vincent and the Grenadines,1/13/2022,82
Saint Vincent and the Grenadines,1/31/2022,145
Northern Ireland,1/15/2022,7079
French Polynesia,1/30/2022,217
Eswatini,1/10/2022,1979
Canada,1/11/2022,367720
Malta,1/18/2022,4785
Europe,1/7/2022,3428648
Cuba,2/6/2022,42624
Taiwan,2/14/2022,249437
Latvia,2/4/2022,3854
Suriname,1/30/2022,251
Faeroe Islands,1/29/2022,141
Iraq,2/13/2022,40689
Lebanon,1/22/2022,13617
Switzerland,1/30/2022,27786
Isle of Man,1/24/2022,136
Austria,1/14/2022,47284
Kiribati,1/11/2022,1018
Japan,2/15/2022,729626
Bulgaria,1/15/2022,21922
Lower middle income,1/7/2022,13407919
Sint Maarten (Dutch part),1/7/2022,15
Luxembourg,1/26/2022,4392
Kazakhstan,1/20/2022,17989
Scotland,2/15/2022,7088
Austria,1/23/2022,32518
Tunisia,1/29/2022,9639
Somalia,1/4/2022,5028
Austria,1/7/2022,41997
Cook Islands,2/3/2022,6
Guyana,1/25/2022,1967
Belize,1/3/2022,338
Andorra,1/22/2022,708
San Marino,2/2/2022,152
South Africa,1/7/2022,50181
Cayman Islands,1/5/2022,226
Bangladesh,1/7/2022,829757
Sweden,1/18/2022,70352
England,2/5/2022,65460
Dominican Republic,2/19/2022,16360
Laos,1/4/2022,35334
Kiribati,1/14/2022,723
Russia,1/1/2022,433021
Somalia,2/7/2022,1930
Namibia,1/17/2022,908
Costa Rica,1/22/2022,13210
Mali,1/28/2022,
Kazakhstan,2/1/2022,17428
Romania,2/14/2022,9135
Kyrgyzstan,2/3/2022,8803
Fiji,1/16/2022,208
Montenegro,2/12/2022,377
Saint Lucia,1/1/2022,81
Morocco,1/1/2022,54224
Mauritania,1/2/2022,68628
Malaysia,1/30/2022,172617
Somalia,1/30/2022,1578
Myanmar,1/12/2022,167463
Nicaragua,1/15/2022,34141
European Union,2/16/2022,953962
Bhutan,1/10/2022,157
Cyprus,2/14/2022,2239
Thailand,2/10/2022,269629
Venezuela,2/9/2022,157405
Guernsey,1/22/2022,72
Europe,1/6/2022,3036902
Wallis and Futuna,1/13/2022,7
Burundi,1/31/2022,62
Bahamas,1/13/2022,624
Costa Rica,1/14/2022,18868
South Sudan,1/15/2022,1288
Kenya,2/15/2022,235247
Sweden,2/18/2022,35180
Liechtenstein,1/14/2022,340
Grenada,1/28/2022,116
Turks and Caicos Islands,2/1/2022,122
Barbados,1/29/2022,180
Netherlands,2/6/2022,30149
Mozambique,1/5/2022,104342
Senegal,1/23/2022,4472
Vietnam,1/1/2022,1016358
Philippines,1/13/2022,775542
South Sudan,1/3/2022,810
Greece,1/23/2022,63210
Moldova,2/13/2022,5102
Italy,2/9/2022,297920
Gibraltar,1/10/2022,46
Zambia,1/28/2022,13664
Serbia,1/27/2022,4200
England,1/17/2022,125443
Bolivia,1/3/2022,60539
Curacao,1/19/2022,508
Poland,1/12/2022,164695
Timor,1/14/2022,1181
Singapore,1/15/2022,46866
Qatar,2/7/2022,23671
Oman,1/20/2022,13577
Eswatini,1/2/2022,746
Chad,1/21/2022,1605
High income,2/19/2022,2815396
South America,1/15/2022,2148006
Estonia,2/11/2022,1337
Guinea-Bissau,2/1/2022,1702
Sierra Leone,2/4/2022,6243
Luxembourg,1/4/2022,4521
South Africa,1/14/2022,83984
North America,1/9/2022,2316252
Spain,2/11/2022,96253
Jamaica,1/20/2022,3189
North Macedonia,2/5/2022,992
Estonia,1/31/2022,2614
Belarus,1/30/2022,44895
Mongolia,1/8/2022,2973
North America,1/13/2022,2460876
Lithuania,2/6/2022,2513
Malaysia,1/1/2022,140469
Qatar,1/16/2022,16347
Kosovo,2/14/2022,1175
Norway,1/2/2022,16238
Indonesia,1/21/2022,1252137
Barbados,1/26/2022,160
Jordan,1/7/2022,35491
South Africa,2/11/2022,120816
Peru,2/12/2022,99989
Trinidad and Tobago,1/24/2022,1807
Aruba,2/7/2022,61
New Zealand,1/11/2022,41790
Singapore,1/8/2022,48902
Gabon,1/15/2022,3128
England,1/15/2022,144365
Algeria,1/24/2022,16222
Ireland,1/9/2022,32063
United States,1/15/2022,1096867
Namibia,1/5/2022,562
United States,1/17/2022,1021793
World,1/10/2022,36970856
Mali,1/22/2022,
United Arab Emirates,1/1/2022,27043
Libya,2/3/2022,10938
Burundi,1/17/2022,53
Oceania,1/12/2022,295763
Ethiopia,2/18/2022,490826
Qatar,2/14/2022,17213
Cuba,1/9/2022,114054
Kazakhstan,1/1/2022,17862
Northern Ireland,1/17/2022,5841
Singapore,1/9/2022,48888
Honduras,2/9/2022,16773
Wallis and Futuna,1/14/2022,7
Armenia,2/7/2022,4483
Laos,1/1/2022,35334
Norway,2/17/2022,5803
Gambia,1/12/2022,2299
Somalia,2/9/2022,2634
Nicaragua,2/4/2022,28501
Gambia,1/17/2022,2299
Tunisia,1/8/2022,30102
Bhutan,1/1/2022,518
Niger,1/23/2022,972
Mali,1/15/2022,11722
Portugal,1/1/2022,46584
Suriname,2/17/2022,134
Czechia,1/3/2022,41646
Albania,1/2/2022,5785
Norway,1/16/2022,54933
Bermuda,1/21/2022,184
Anguilla,2/16/2022,30
Tajikistan,1/19/2022,47841
United States,2/10/2022,443772
Qatar,1/19/2022,20251
Germany,1/14/2022,647657
Libya,1/1/2022,8463
Congo,2/17/2022,
England,2/15/2022,54050
Turks and Caicos Islands,2/5/2022,105
Kuwait,1/6/2022,14198
Ireland,1/26/2022,10081
Bulgaria,2/8/2022,6500
Indonesia,2/5/2022,1252137
France,2/8/2022,204505
Taiwan,2/9/2022,115838
Gibraltar,2/17/2022,66
Saudi Arabia,1/10/2022,200940
South America,2/20/2022,1588163
Lower middle income,2/19/2022,11848917
Brazil,2/18/2022,1042696
Albania,1/24/2022,5471
Bulgaria,1/12/2022,24705
Dominica,2/6/2022,73
Luxembourg,2/1/2022,2866
Tunisia,2/11/2022,7774
Azerbaijan,1/28/2022,24491
Saint Kitts and Nevis,1/28/2022,41
Iran,1/16/2022,545704
Cote d'Ivoire,2/6/2022,65578
Ukraine,2/1/2022,62493
Saudi Arabia,1/2/2022,223118
Romania,1/28/2022,16182
Ethiopia,1/5/2022,7417
Greenland,1/2/2022,7
South America,1/12/2022,2026194
Faeroe Islands,2/14/2022,24
French Polynesia,2/12/2022,210
Bhutan,2/11/2022,6022
Japan,2/19/2022,888283
Jamaica,2/9/2022,2250
Mozambique,2/1/2022,34393
Poland,2/9/2022,80470
Slovenia,1/23/2022,3010
Ukraine,2/11/2022,57975
Austria,1/2/2022,35485
Guinea,1/16/2022,76973
Syria,1/14/2022,4079
Romania,1/7/2022,22703
Solomon Islands,1/11/2022,760
Senegal,1/7/2022,1033
Kazakhstan,1/22/2022,18755
Tanzania,1/18/2022,33124
North Macedonia,2/2/2022,1060
Uruguay,1/26/2022,18384
Montenegro,2/7/2022,434
Estonia,1/4/2022,3109
Saint Kitts and Nevis,1/15/2022,58
Europe,1/30/2022,2620975
British Virgin Islands,1/22/2022,20
Niger,1/6/2022,18757
Qatar,2/18/2022,16108
Liberia,1/1/2022,11591
Finland,1/10/2022,54967
Bolivia,1/21/2022,61476
Estonia,2/17/2022,1090
Wales,1/3/2022,19090
Wales,2/11/2022,3268
Ethiopia,2/14/2022,16977
Romania,1/25/2022,14341
France,1/17/2022,507139
Costa Rica,2/12/2022,19236
Nicaragua,1/11/2022,27061
Madagascar,1/31/2022,5727
Barbados,1/5/2022,131
Papua New Guinea,1/19/2022,253
Timor,1/12/2022,1194
Maldives,1/15/2022,839
Uruguay,1/9/2022,4701
Armenia,2/12/2022,4823
Greece,1/3/2022,75823
Panama,1/4/2022,16881
Malawi,2/16/2022,2747
Australia,1/31/2022,219391
South Africa,2/1/2022,59829
Serbia,1/31/2022,3783
Qatar,1/4/2022,7606
Russia,1/13/2022,408373
Kyrgyzstan,1/1/2022,5202
Brunei,1/26/2022,2218
Guinea,1/23/2022,99365
Burundi,1/16/2022,50
Czechia,2/13/2022,13236
Antigua and Barbuda,1/9/2022,68
Pakistan,2/4/2022,1090177
Guinea-Bissau,1/28/2022,686
Lithuania,1/7/2022,15086
Malaysia,1/14/2022,212708
Zambia,1/6/2022,20378
Saint Kitts and Nevis,2/5/2022,108
El Salvador,1/17/2022,15221
Chile,2/15/2022,71213
Kazakhstan,1/4/2022,14743
Botswana,1/28/2022,2733
Guyana,2/14/2022,1163
Ethiopia,2/2/2022,337
United Kingdom,1/30/2022,98843
Isle of Man,1/25/2022,149
Venezuela,1/3/2022,126261
India,1/8/2022,7705373
Estonia,1/21/2022,3781
Malawi,2/17/2022,2687
Iceland,1/26/2022,2000
United Kingdom,1/4/2022,262057
Montenegro,1/28/2022,517
Georgia,2/14/2022,3412
Malawi,2/14/2022,1446
Israel,2/6/2022,8075
Cape Verde,2/11/2022,1691
Wales,2/18/2022,5533
Kyrgyzstan,2/6/2022,7080
Guernsey,2/13/2022,85
Romania,2/19/2022,7117
Niger,1/30/2022,972
Greece,1/18/2022,73045
Nicaragua,1/12/2022,28398
North Macedonia,1/23/2022,1128
Kazakhstan,2/17/2022,336890
Rwanda,1/18/2022,127901
Haiti,1/9/2022,251
Georgia,1/3/2022,5586
Qatar,2/12/2022,16196
Europe,2/19/2022,1300640
British Virgin Islands,1/20/2022,22
England,1/26/2022,89676
Equatorial Guinea,1/15/2022,215
South Korea,2/17/2022,178156
Bahamas,1/29/2022,384
Kuwait,1/10/2022,12473
Kenya,2/10/2022,225809
Morocco,1/8/2022,75331
Lithuania,2/1/2022,4409
Brazil,1/31/2022,1089297
Africa,1/12/2022,1891667
Solomon Islands,1/6/2022,703
Brazil,2/12/2022,1293421
Singapore,1/1/2022,40343
Madagascar,2/2/2022,5727
Iraq,1/10/2022,46020
South America,1/4/2022,1363706
Somalia,1/14/2022,5028
Portugal,1/29/2022,82377
Argentina,2/8/2022,214656
Equatorial Guinea,1/1/2022,49
Equatorial Guinea,1/11/2022,120
Namibia,2/11/2022,846
Egypt,1/28/2022,251646
Iceland,1/7/2022,786
Africa,1/25/2022,1932065
Guyana,1/12/2022,2051
Yemen,1/30/2022,2671
Eswatini,1/4/2022,1154
Comoros,1/20/2022,609
Tonga,1/13/2022,162
Eswatini,1/17/2022,3145
Cook Islands,2/1/2022,6
Hungary,1/14/2022,26012
Solomon Islands,1/25/2022,1188
South America,1/10/2022,2042063
Portugal,1/14/2022,68843
Malawi,1/22/2022,1670
Niger,1/26/2022,972
United Kingdom,1/16/2022,170973
Anguilla,1/13/2022,21
South America,1/22/2022,2788822
New Zealand,1/20/2022,42727
Moldova,1/14/2022,5806
Palestine,1/8/2022,3012
Eswatini,2/8/2022,949
Belarus,1/22/2022,55656
Somalia,1/27/2022,1578
Burundi,2/6/2022,67
Australia,2/10/2022,185000
Namibia,1/25/2022,13260
Anguilla,1/12/2022,21
Gambia,1/7/2022,2299
Anguilla,1/6/2022,21
Guernsey,1/11/2022,283
Afghanistan,1/30/2022,10925
Qatar,1/26/2022,25532
France,1/25/2022,308889
European Union,2/4/2022,1575852
New Zealand,1/8/2022,27107
Philippines,1/11/2022,744828
Iraq,1/11/2022,50343
Bangladesh,2/10/2022,957674
South America,1/23/2022,2414539
Israel,2/11/2022,6554
Israel,2/20/2022,3356
Grenada,2/4/2022,82
Nauru,1/5/2022,1
Chad,1/6/2022,2544
South America,1/2/2022,1290137
French Polynesia,1/7/2022,453
Albania,1/6/2022,7120
Trinidad and Tobago,1/5/2022,3206
Fiji,2/4/2022,238
Turks and Caicos Islands,1/8/2022,122
Philippines,2/4/2022,378400
Netherlands,2/16/2022,11380
Greenland,1/4/2022,7
North America,1/23/2022,2134168
Wallis and Futuna,1/17/2022,6
Oman,1/24/2022,16068
Jordan,1/30/2022,15517
Northern Ireland,1/19/2022,4857
Luxembourg,1/16/2022,6769
Cook Islands,2/5/2022,6
Serbia,1/26/2022,4084
Mali,2/7/2022,
South Korea,1/31/2022,271073
Saudi Arabia,1/20/2022,169351
Angola,2/17/2022,
Sri Lanka,2/17/2022,51998
Gibraltar,1/17/2022,132
Macao,1/30/2022,2047
Switzerland,1/9/2022,70643
Belize,1/28/2022,785
Cook Islands,1/17/2022,4
Cote d'Ivoire,2/8/2022,65578
Armenia,1/30/2022,9896
Indonesia,1/11/2022,1252137
Iran,1/17/2022,506338
Ecuador,1/25/2022,69807
Spain,1/11/2022,176297
Angola,2/4/2022,83460
Solomon Islands,1/16/2022,760
Antigua and Barbuda,1/26/2022,103
Papua New Guinea,1/9/2022,595
Faeroe Islands,1/8/2022,375
Niger,1/9/2022,18757
Sri Lanka,2/2/2022,91930
World,1/14/2022,35157456
Montenegro,1/17/2022,747
Israel,2/16/2022,4706
Gibraltar,1/21/2022,107
Aruba,2/12/2022,60
Fiji,1/17/2022,182
El Salvador,2/7/2022,9649
Nicaragua,1/28/2022,35183
Samoa,2/9/2022,401
Albania,1/18/2022,5471
Argentina,1/12/2022,411708
El Salvador,1/24/2022,10607
Wales,2/6/2022,3748
Nigeria,1/15/2022,225639
Comoros,1/7/2022,609
Armenia,1/26/2022,10322
Guernsey,1/2/2022,1747
Nepal,2/8/2022,360824
Qatar,2/8/2022,21516
Maldives,1/26/2022,2825
Tanzania,1/10/2022,33124
Serbia,2/6/2022,3658
Bahamas,2/4/2022,316
El Salvador,2/12/2022,7819
Rwanda,1/21/2022,127901
Somalia,1/25/2022,1578
Afghanistan,2/1/2022,11228
Gambia,1/8/2022,2299
New Zealand,2/5/2022,40596
Niger,1/5/2022,18757
Democratic Republic of Congo,1/5/2022,989
Paraguay,1/8/2022,28189
Germany,2/10/2022,209420
Papua New Guinea,2/12/2022,739
Kyrgyzstan,1/28/2022,8971
Luxembourg,1/5/2022,4593
Brazil,2/10/2022,1219959
High income,1/27/2022,4944355
Dominican Republic,2/8/2022,23947
British Virgin Islands,1/24/2022,15
Lithuania,1/30/2022,5371
Indonesia,1/10/2022,1252137
Myanmar,1/18/2022,185140
Libya,1/29/2022,11124
Zimbabwe,1/16/2022,13882
Gibraltar,1/2/2022,17
Liechtenstein,1/25/2022,127
Albania,1/5/2022,6471
Venezuela,1/20/2022,126261
Gibraltar,1/11/2022,55
Norway,1/21/2022,42361
Australia,1/7/2022,177590
Iceland,1/4/2022,497
Saint Vincent and the Grenadines,1/18/2022,82
Wallis and Futuna,1/15/2022,6
Afghanistan,1/4/2022,17604
Denmark,2/16/2022,2955
Germany,1/18/2022,604107
European Union,2/12/2022,1129119
Canada,1/5/2022,266746
Guernsey,1/16/2022,177
Cayman Islands,1/9/2022,212
Curacao,2/3/2022,257
Kiribati,1/30/2022,330
Upper middle income,2/10/2022,7751216
Faeroe Islands,1/14/2022,265
Ecuador,1/8/2022,86424
Jamaica,1/1/2022,1407
Curacao,2/14/2022,146
Tajikistan,1/30/2022,46714
Guinea-Bissau,2/12/2022,9511
Belarus,1/9/2022,37499
Greenland,1/19/2022,51
Armenia,1/19/2022,9024
Sierra Leone,1/28/2022,24900
South Africa,2/17/2022,91954
Tajikistan,1/6/2022,54820
Paraguay,2/14/2022,22664
North Macedonia,1/20/2022,1336
Papua New Guinea,2/13/2022,676
Scotland,2/7/2022,5913
Senegal,1/16/2022,4472
Ukraine,1/21/2022,68767
World,1/19/2022,30186553
Jersey,1/26/2022,162
Sint Maarten (Dutch part),2/8/2022,59
New Zealand,2/7/2022,46996
French Polynesia,1/22/2022,433
Serbia,1/21/2022,5731
Chad,1/29/2022,1229
Somalia,1/28/2022,1578
India,2/9/2022,4713271
Maldives,1/18/2022,1803
Algeria,1/29/2022,16222
Cote d'Ivoire,1/19/2022,10513
Montserrat,1/28/2022,16
Estonia,1/11/2022,4525
Kuwait,1/5/2022,14965
Albania,1/9/2022,8502
Iraq,1/4/2022,35970
Estonia,2/18/2022,1057
Lower middle income,1/26/2022,12352525
Canada,2/4/2022,196625
United States,1/19/2022,930887
Hong Kong,1/4/2022,23581
Grenada,1/7/2022,175
Slovenia,1/25/2022,2815
Liberia,1/4/2022,11591
Iraq,1/28/2022,43895
Turkey,1/20/2022,283559
Montenegro,1/22/2022,654
Belarus,1/8/2022,41770
Armenia,2/11/2022,4755
Guyana,1/15/2022,2015
Myanmar,1/30/2022,129771
Djibouti,1/19/2022,595
Montenegro,2/10/2022,415
Dominica,1/1/2022,152
Sao Tome and Principe,1/1/2022,384
Gibraltar,1/15/2022,135
India,1/5/2022,6715446
Kosovo,1/20/2022,4045
Greece,1/2/2022,74514
Russia,1/16/2022,369940
Bermuda,2/14/2022,145
Moldova,1/5/2022,2621
Tonga,1/14/2022,145
Kenya,1/16/2022,66556
Montserrat,2/8/2022,11
South Korea,1/6/2022,413545
Pakistan,1/26/2022,534708
Kosovo,2/15/2022,1141
Uganda,1/19/2022,29203
Czechia,2/15/2022,11538
Trinidad and Tobago,1/11/2022,3661
Armenia,2/10/2022,4687
Somalia,2/3/2022,1578
Central African Republic,1/11/2022,3596
Finland,1/20/2022,32017
Senegal,2/5/2022,26873
Chad,1/22/2022,1417
Israel,1/15/2022,63861
Aruba,1/14/2022,66
Niger,1/4/2022,18757
Cuba,2/15/2022,21657
Sudan,1/28/2022,72864
South Sudan,2/4/2022,4747
Honduras,1/8/2022,27940
Central African Republic,1/30/2022,4817
Bahamas,1/3/2022,618
Pakistan,1/10/2022,600999
South Africa,2/20/2022,62772
Cameroon,1/10/2022,254
Syria,1/18/2022,3543
Vietnam,1/22/2022,1090513
Slovenia,1/7/2022,6659
Ireland,1/4/2022,31257
